id,name,stateId
52,Ashkāsham,3901
68,Fayzabad,3901
78,Jurm,3901
84,Khandūd,3901
115,Rāghistān,3901
131,Wākhān,3901
72,Ghormach,3871
108,Qala i Naw,3871
54,Baghlān,3875
140,Ḩukūmatī Dahanah-ye Ghōrī,3875
101,Nahrīn,3875
105,Pul-e Khumrī,3875
55,Balkh,3884
65,Dowlatābād,3884
85,Khulm,3884
91,Lab-Sar,3884
97,Mazār-e Sharīf,3884
112,Qarchī Gak,3884
57,Bāmyān,3872
104,Panjāb,3872
102,Nīlī,3892
66,Farah,3899
50,Andkhoy,3889
96,Maymana,3889
71,Ghazni,3870
67,Fayrōz Kōh,3888
121,Shahrak,3888
141,‘Alāqahdārī Dīshū,3873
70,Gereshk,3873
93,Lashkar Gāh,3873
95,Markaz-e Ḩukūmat-e Darwēshān,3873
118,Sangīn,3873
60,Chahār Burj,3887
73,Ghōriyān,3887
74,Herāt,3887
80,Kafir Qala,3887
82,Karukh,3887
88,Kuhsān,3887
90,Kushk,3887
111,Qarah Bāgh,3887
123,Shīnḏanḏ,3887
129,Tīr Pul,3887
135,Zindah Jān,3887
136,Āqchah,3886
63,Darzāb,3886
113,Qarqīn,3886
122,Shibirghān,3886
79,Kabul,3902
99,Mīr Bachah Kōṯ,3902
103,Paghmān,3902
81,Kandahār,3890
124,Sidqābād,3879
87,Khōst,3878
51,Asadabad,3876
138,Āsmār,3876
64,Dasht-e Archī,3900
75,Imām Şāḩib,3900
83,Khanabad,3900
89,Kunduz,3900
114,Qarāwul,3900
98,Mehtar Lām,3891
56,Baraki Barak,3897
139,Ḩukūmatī Azrah,3897
106,Pul-e ‘Alam,3897
58,Bāsawul,3882
77,Jalālābād,3882
94,Markaz-e Woluswalī-ye Āchīn,3882
86,Khāsh,3896
100,Mīrābād,3896
116,Rūdbār,3896
132,Zaranj,3896
107,Pārūn,3880
69,Gardez,3894
120,Saṟōbī,3877
134,Zaṟah Sharan,3877
133,Zarghūn Shahr,3877
59,Bāzārak,3881
61,Charikar,3895
76,Jabal os Saraj,3895
53,Aībak,3883
62,Chīras,3885
92,Larkird,3885
110,Qal‘ah-ye Shahr,3885
117,Sang-e Chārak,3885
119,Sar-e Pul,3885
125,Tagāw-Bāy,3885
128,Tukzār,3885
137,Ārt Khwājah,3893
126,Taloqan,3893
127,Tarinkot,3898
130,Uruzgān,3898
109,Qalāt,3874
153,Banaj,629
154,Bashkia Berat,629
170,Bashkia Kuçovë,629
180,Bashkia Poliçan,629
186,Bashkia Skrapar,629
191,Berat,629
280,Çorovodë,629
219,Kuçovë,629
238,Poliçan,629
242,Rrethi i Beratit,629
253,Rrethi i Kuçovës,629
258,Rrethi i Skraparit,629
273,Ura Vajgurore,629
155,Bashkia Bulqizë,610
165,Bashkia Klos,610
176,Bashkia Mat,610
193,Bulqizë,610
194,Burrel,610
209,Klos,610
236,Peshkopi,610
243,Rrethi i Bulqizës,610
246,Rrethi i Dibrës,610
256,Rrethi i Matit,610
272,Ulëz,610
159,Bashkia Durrës,639
168,Bashkia Krujë,639
185,Bashkia Shijak,639
197,Durrës,639
198,Durrës District,639
203,Fushë-Krujë,639
214,Krujë,639
250,Rrethi i Krujës,639
265,Shijak,639
269,Sukth,639
152,Ballsh,631
157,Bashkia Divjakë,631
160,Bashkia Fier,631
174,Bashkia Mallakastër,631
179,Bashkia Patos,631
196,Divjakë,631
200,Fier,631
201,Fier-Çifçi,631
227,Lushnjë,631
234,Patos,631
235,Patos Fshat,631
241,Roskovec,631
254,Rrethi i Mallakastrës,631
158,Bashkia Dropull,621
164,Bashkia Kelcyrë,621
172,Bashkia Libohovë,621
177,Bashkia Memaliaj,621
183,Bashkia Përmet,621
187,Bashkia Tepelenë,621
204,Gjinkar,621
205,Gjirokastër,621
220,Këlcyrë,621
221,Lazarat,621
225,Libohovë,621
231,Memaliaj,621
240,Përmet,621
270,Tepelenë,621
156,Bashkia Devoll,630
166,Bashkia Kolonjë,630
173,Bashkia Maliq,630
182,Bashkia Pustec,630
192,Bilisht,630
199,Ersekë,630
212,Korçë,630
223,Leskovik,630
226,Libonik,630
228,Maliq,630
230,Mborje,630
237,Pogradec,630
245,Rrethi i Devollit,630
249,Rrethi i Kolonjës,630
275,Velçan,630
278,Voskopojë,630
151,Bajram Curri,623
215,Krumë,623
217,Kukës,623
247,Rrethi i Hasit,623
251,Rrethi i Kukësit,623
169,Bashkia Kurbin,609
171,Bashkia Lezhë,609
178,Bashkia Mirditë,609
218,Kurbnesh,609
222,Laç,609
224,Lezhë,609
229,Mamurras,609
232,Milot,609
261,Rrëshen,609
252,Rrethi i Kurbinit,609
262,Rubik,609
267,Shëngjin,609
175,Bashkia Malësi e Madhe,626
181,Bashkia Pukë,626
188,Bashkia Vau i Dejës,626
202,Fushë-Arrëz,626
211,Koplik,626
239,Pukë,626
255,Rrethi i Malësia e Madhe,626
257,Rrethi i Shkodrës,626
266,Shkodër,626
274,Vau i Dejës,626
279,Vukatanë,626
163,Bashkia Kavajë,633
190,Bashkia Vorë,633
207,Kamëz,633
208,Kavajë,633
213,Krrabë,633
248,Rrethi i Kavajës,633
259,Rrethi i Tiranës,633
260,Rrogozhinë,633
268,Sinaballaj,633
271,Tirana,633
277,Vorë,633
161,Bashkia Finiq,634
162,Bashkia Himarë,634
167,Bashkia Konispol,634
184,Bashkia Selenicë,634
189,Bashkia Vlorë,634
195,Delvinë,634
206,Himarë,634
210,Konispol,634
216,Ksamil,634
233,Orikum,634
244,Rrethi i Delvinës,634
263,Sarandë,634
264,Selenicë,634
276,Vlorë,634
31227,Adrar,1118
31234,Aoulef,1118
31406,Reggane,1118
31450,Timimoun,1118
31243,Aïn Defla,1119
31325,El Abadia,1119
31331,El Attaf,1119
31361,Khemis Miliana,1119
31448,Theniet el Had,1119
31250,Aïn Temouchent,1122
31265,Beni Saf,1122
31329,El Amria,1122
31340,El Malah,1122
31351,Hammam Bou Hadjar,1122
31249,Aïn Taya,1144
31230,Algiers,1144
31254,Bab Ezzouar,1144
31274,Birkhadem,1144
31281,Bordj el Kiffan,1144
31312,Dar el Beïda,1144
31413,Rouiba,1144
31233,Annaba,1103
31267,Berrahal,1103
31323,Drean,1103
31334,El Hadjar,1103
31251,Aïn Touta,1142
31237,Arris,1142
31257,Barika,1142
31258,Batna,1142
31292,Boumagueur,1142
31382,Merouana,1142
31415,Râs el Aïoun,1142
31444,Tazoult-Lambese,1142
31298,Béchar,1108
31229,Akbou,1128
31231,Amizour,1128
31256,Barbacha,1128
31259,Bejaïa,1128
31467,el hed,1128
31339,El Kseur,1128
31344,Feraoun,1128
31421,Seddouk,1128
31275,Biskra,1114
31405,Oumache,1114
31427,Sidi Khaled,1114
31430,Sidi Okba,1114
31461,Tolga,1114
31466,Zeribet el Oued,1114
31263,Beni Mered,1111
31276,Blida,1111
31296,Boû Arfa,1111
31287,Boufarik,1111
31289,Bougara,1111
31290,Bouinan,1111
31301,Chebli,1111
31307,Chiffa,1111
31369,Larbaâ,1111
31377,Meftah,1111
31428,Sidi Moussa,1111
31438,Souma,1111
31278,Bordj Bou Arreridj,1116
31279,Bordj Ghdir,1116
31280,Bordj Zemoura,1116
31327,El Achir,1116
31373,Mansourah,1116
31381,Melouza,1116
31416,Râs el Oued,1116
31241,Aïn Bessem,1104
31295,Bouïra,1104
31309,Chorfa,1104
31322,Draa el Mizan,1104
31368,Lakhdaria,1104
31439,Sour el Ghozlane,1104
31235,Arbatache,1125
31261,Beni Amrane,1125
31286,Boudouaou,1125
31294,Boumerdas,1125
31299,Chabet el Ameur,1125
31314,Dellys,1125
31362,Khemis el Khechna,1125
31372,Makouda,1125
31393,Naciria,1125
31403,Ouled Moussa,1125
31407,Reghaïa,1125
31441,Tadmaït,1125
31447,Thenia,1125
31456,Tizi Gheniff,1125
31226,Abou el Hassan,1105
31291,Boukadir,1105
31308,Chlef,1105
31324,Ech Chettia,1105
31397,Oued Fodda,1105
31399,Oued Sly,1105
31424,Sidi Akkacha,1105
31469,’Aïn Abid,1121
31248,Aïn Smara,1121
31310,Constantine,1121
31315,Didouche Mourad,1121
31338,El Khroub,1121
31350,Hamma Bouziane,1121
31474,’Aïn el Bell,1098
31246,Aïn Oussera,1098
31273,Birine,1098
31300,Charef,1098
31311,Dar Chioukh,1098
31318,Djelfa,1098
31336,El Idrissia,1098
31385,Messaad,1098
31297,Brezina,1129
31326,El Abiodh Sidi Cheikh,1129
31332,El Bayadh,1129
31313,Debila,1099
31341,El Oued,1099
31408,Reguiba,1099
31411,Robbah,1099
31260,Ben Mehidi,1100
31270,Besbes,1100
31337,El Kala,1100
31342,El Tarf,1100
31268,Berriane,1127
31347,Ghardaïa,1127
31386,Metlili Chaamba,1127
31293,Boumahra Ahmed,1137
31348,Guelma,1137
31355,Héliopolis,1137
31358,Illizi,1112
31359,Jijel,1113
31363,Khenchela,1126
31228,Aflou,1138
31367,Laghouat,1138
31468,‘Aïn el Hadjel,1134
31477,’Aïn el Melh,1134
31391,M’Sila,1134
31426,Sidi Aïssa,1134
31282,Bou Hanifia el Hamamat,1124
31375,Mascara,1124
31400,Oued el Abtal,1124
31433,Sig,1124
31471,’Aïn Boucif,1109
31269,Berrouaghia,1109
31366,Ksar el Boukhari,1109
31390,Médéa,1109
31302,Chelghoum el Aïd,1132
31387,Mila,1132
31412,Rouached,1132
31429,Sidi Mérouane,1132
31446,Telerghma,1132
31388,Mostaganem,1140
31247,Aïn Sefra,1102
31392,Naama,1102
31478,’Aïn el Turk,1101
31252,Aïn el Bya,1101
31272,Bir el Djir,1101
31284,Bou Tlelis,1101
31343,Es Senia,1101
31383,Mers el Kebir,1101
31395,Oran,1101
31432,Sidi ech Chahmi,1101
31316,Djamaa,1139
31335,El Hadjira,1139
31353,Hassi Messaoud,1139
31378,Megarine,1139
31396,Ouargla,1139
31414,Rouissat,1139
31425,Sidi Amrane,1139
31445,Tebesbest,1139
31462,Touggourt,1139
31242,Aïn Beïda,1136
31244,Aïn Fakroun,1136
31245,Aïn Kercha,1136
31330,El Aouinet,1136
31384,Meskiana,1136
31404,Oum el Bouaghi,1136
31473,’Aïn Merane,1130
31232,Ammi Moussa,1130
31319,Djidiouia,1130
31376,Mazouna,1130
31398,Oued Rhiou,1130
31409,Relizane,1130
31435,Smala,1130
31464,Zemoura,1130
31475,’Aïn el Hadjar,1123
31419,Saïda,1123
31240,Aïn Arnat,1141
31253,BABOR - VILLE,1141
31288,Bougaa,1141
31333,El Eulma,1141
31417,Salah Bey,1141
31440,Sétif,1141
146185,Aïn El Berd District,4902
146186,Balidat Ameur,4902
146187,Belarbi,4902
146188,Ben Badis Sid Bel Abbés,4902
146189,Djamaa,4902
146190,El Bour,4902
146191,El Hadjira,4902
146192,Haoud El Hamra,4902
146193,Hassi Messaoud,4902
146194,Lamtar,4902
146195,Marhoum,4902
146196,Megarine,4902
146197,Merine,4902
146198,Mezaourou,4902
146199,Moggar,4902
146200,Moulay Slissen,4902
146201,N'Goussa,4902
146202,Ouargla,4902
146203,Rouissat,4902
146204,Sfissef,4902
146205,Sidi Ali Boussidi,4902
146206,Sidi Amrane,4902
146207,Sidi Bel Abbès,4902
146208,Sidi Brahim,4902
146209,Sidi Hamadouche,4902
146210,Sidi Slimane,4902
146211,Sidi Yacoub,4902
146212,Sidi Yahia,4902
146213,Tabia Sid Bel Abbés,4902
146214,Taibet,4902
146215,Tamellaht,4902
146216,Tamerna Djedida,4902
146217,Tebesbest,4902
146218,Teghalimet,4902
146219,Telagh,4902
146220,Tenezara,4902
146221,Tenira,4902
146222,Tessala,4902
146223,Touggourt,4902
146224,Zerouala,4902
31239,Azzaba,1110
31360,Karkira,1110
31434,Skikda,1110
31442,Tamalous,1110
31422,Sedrata,1143
31437,Souk Ahras,1143
31356,I-n-Salah,1135
31443,Tamanrasset,1135
31271,Bir el Ater,1117
31305,Cheria,1117
31352,Hammamet,1117
31463,Tébessa,1117
31472,’Aïn Deheb,1106
31317,Djebilet Rosfa,1106
31346,Frenda,1106
31365,Ksar Chellala,1106
31379,Mehdia daira de meghila,1106
31436,Sougueur,1106
31449,Tiaret,1106
31452,Tindouf,1120
31470,’Aïn Benian,1115
31255,Baraki,1115
31283,Bou Ismaïl,1115
31304,Cheraga,1115
31320,Douera,1115
31328,El Affroun,1115
31349,Hadjout,1115
31364,Kolea,1115
31389,Mouzaïa,1115
31401,Oued el Alleug,1115
31418,Saoula,1115
31453,Tipasa,1115
31465,Zeralda,1115
31370,Lardjem,1133
31455,Tissemsilt,1133
31476,’Aïn el Hammam,1131
31236,Arhribs,1131
31238,Azazga,1131
31262,Beni Douala,1131
31277,Boghni,1131
31285,Boudjima,1131
31303,Chemini,1131
31321,Draa Ben Khedda,1131
31345,Freha,1131
31357,Ighram,1131
31371,L’Arbaa Naït Irathen,1131
31380,Mekla,1131
31451,Timizart,1131
31454,Tirmitine,1131
31457,Tizi Ouzou,1131
31458,Tizi Rached,1131
31459,Tizi-n-Tleta,1131
31264,Beni Mester,1107
31266,Bensekrane,1107
31306,Chetouane,1107
31354,Hennaya,1107
31374,Mansoûra,1107
31394,Nedroma,1107
31402,Ouled Mimoun,1107
31410,Remchi,1107
31420,Sebdou,1107
31423,Sidi Abdelli,1107
31431,Sidi Senoussi سيدي سنوسي,1107
31460,Tlemcen,1107
1,Andorra la Vella,488
3,Canillo,489
4,El Tarter,489
5,Encamp,487
7,Pas de la Casa,487
10,les Escaldes,492
2,Arinsal,493
9,la Massana,493
6,Ordino,491
8,Sant Julià de Lòria,490
153645,Ambriz,221
153646,Bula Atumba,221
598,Caxito,221
153647,Dande,221
153648,Muxima,221
153649,Nambuangongo,221
153650,Pango Aluquém,221
153651,Úcua,221
153653,Baía Farta,218
153654,Balombo,218
590,Benguela,218
153656,Bocoio,218
153659,Caimbambo,218
597,Catumbela,218
153655,Chongoroi,218
153658,Cubal,218
153657,Ganda,218
613,Lobito,218
153660,Sumbe,218
595,Camacupa,212
596,Catabola,212
605,Chissamba,212
606,Cuito,212
591,Cabinda,228
625,Menongue,226
629,Quibala,216
634,Sumbe,216
635,Uacu Cungo,216
594,Camabatela,217
627,N’dalatando,217
628,Ondjiva,215
600,Caála,213
601,Chela,213
609,Huambo,213
614,Longonjo,213
592,Caconda,225
593,Caluquembe,225
602,Chibia,225
603,Chicomba,225
604,Chipindo,225
607,Cuvango,225
608,Gambos,225
610,Humpata,225
612,Jamba,225
617,Lubango,225
623,Matala,225
630,Quilengues,225
631,Quipungo,225
589,Belas,222
153641,Cacuaco,222
153642,Cazenga,222
611,Icolo e Bengo,222
615,Luanda,222
153643,Talatona,222
153644,Viana,222
618,Lucapa,223
599,Cazaji,220
632,Saurimo,220
622,Malanje,227
621,Léua,219
616,Luau,219
619,Luena,219
620,Lumeje,219
636,Uíge,224
624,Mbanza Congo,214
626,N'zeto,214
633,Soio,214
144,Codrington,3708
148,Piggotts,3709
149,Potters Village,3706
150,Saint John’s,3706
143,Bolands,3707
145,Falmouth,3705
146,Liberta,3705
142,All Saints,3704
147,Parham,3704
154311,Adolfo Alsina,3656
154312,Adolfo Gonzáles Chaves,3656
154313,Alberti,3656
154314,Almirante Brown,3656
154315,Arrecifes,3656
154316,Avellaneda,3656
154317,Ayacucho,3656
154318,Azul,3656
154319,Bahía Blanca,3656
154320,Balcarce,3656
682,Balvanera,3656
154321,Baradero,3656
683,Barracas,3656
687,Belgrano,3656
154322,Benito Juárez,3656
154323,Berazategui,3656
154324,Berisso,3656
697,Boedo,3656
154325,Bolívar,3656
154326,Bragado,3656
154327,Brandsen,3656
704,Buenos Aires,3656
154328,Campana,3656
154329,Cañuelas,3656
154330,Capitán Sarmiento,3656
154331,Carlos Casares,3656
154332,Carlos Tejedor,3656
154333,Carmen de Areco,3656
154334,Castelli,3656
154335,Chacabuco,3656
154336,Chascomús,3656
154337,Chivilcoy,3656
773,Colegiales,3656
154338,Colón,3656
154339,Coronel Dorrego,3656
154340,Coronel Pringles,3656
154341,Coronel Rosales,3656
154342,Coronel Suárez,3656
154343,Daireaux,3656
154344,Dolores,3656
154345,Ensenada,3656
154346,Escobar,3656
154347,Esteban Echeverríar,3656
154348,Exaltación de la Cruz,3656
154349,Ezeiza,3656
154350,Florencio Varela,3656
154351,Florentino Ameghino,3656
154352,General Alvarado,3656
154353,General Alvear,3656
154354,General Arenales,3656
154355,General Belgrano,3656
154356,General Guido,3656
154357,General La Madrid,3656
154358,General Las Heras,3656
154359,General Lavalle,3656
154360,General Madariaga,3656
154361,General Paz,3656
154362,General Pinto,3656
154363,General Pueyrredón,3656
154364,General Rodríguez,3656
154365,General San Martín,3656
154366,General Viamonte,3656
154367,General Villegas,3656
154368,Guaminí,3656
154369,Hipólito Yrigoyen,3656
154370,Hurlingham,3656
154371,Ituzaingó,3656
154372,José C. Paz,3656
154373,Junín,3656
154374,La Costa,3656
154375,La Matanza,3656
154376,La Plata,3656
154377,Lanús,3656
154378,Laprida,3656
154379,Las Flores,3656
154380,Leandro N. Alem,3656
154381,Lezama,3656
154382,Lincoln,3656
154383,Lobería,3656
154384,Lobos,3656
154385,Lomas de Zamora,3656
154386,Luján,3656
154387,Magdalena,3656
154388,Maipú,3656
154389,Malvinas Argentinas,3656
154390,Mar Chiquita,3656
154391,Marcos Paz,3656
154392,Mercedes,3656
154393,Merlo,3656
154394,Monte,3656
154395,Monte Hermoso,3656
154396,Moreno,3656
154397,Morón,3656
154398,Navarro,3656
154399,Necochea,3656
154400,Nueve de Julio,3656
154401,Olavarría,3656
154402,Patagones,3656
154403,Pehuajó,3656
154404,Pellegrini,3656
154405,Pergamino,3656
154406,Pila,3656
154407,Pilar,3656
154408,Pinamar,3656
154409,Presidente Perón,3656
154410,Puan,3656
154411,Punta Indio,3656
154412,Quilmes,3656
154413,Ramallo,3656
154414,Rauch,3656
1380,Retiro,3656
154415,Rivadavia,3656
154416,Rojas,3656
154417,Roque Pérez,3656
154418,Saavedra,3656
154419,Saladillo,3656
154420,Salliqueló,3656
154421,Salto,3656
154422,San Andrés de Giles,3656
154423,San Antonio de Areco,3656
154424,San Cayetano,3656
154425,San Fernando,3656
154426,San Isidro,3656
154427,San Miguel,3656
154428,San Nicolás,3656
154429,San Pedro,3656
154430,San Vicente,3656
154431,Suipacha,3656
154432,Tandil,3656
154433,Tapalqué,3656
154434,Tigre,3656
154435,Tordillo,3656
154436,Tornquist,3656
154437,Trenque Lauquen,3656
154438,Tres Arroyos,3656
154439,Tres de Febrero,3656
154440,Tres Lomas,3656
154441,Veinticinco de Mayo,3656
154442,Vicente López,3656
154443,Villa Gesell,3656
1561,Villa Lugano,3656
1570,Villa Ortúzar,3656
1576,Villa Santa Rita,3656
154444,Villarino,3656
154445,Zárate,3656
659,Ancasti,3647
661,Andalgalá,3647
663,Antofagasta de la Sierra,3647
726,Capayán,3647
824,Departamento de Ambato,3647
825,Departamento de Ancasti,3647
826,Departamento de Andalgalá,3647
829,Departamento de Antofagasta de la Sierra,3647
846,Departamento de Capayán,3647
849,Departamento de Capital,3647
877,Departamento de El Alto,3647
884,Departamento de Fray Mamerto Esquiú,3647
918,Departamento de La Paz,3647
959,Departamento de Pomán,3647
1006,Departamento de Santa María,3647
1007,Departamento de Santa Rosa,3647
1020,Departamento de Tinogasta,3647
1030,Departamento de Valle Viejo,3647
1060,El Rodeo,3647
1078,Fiambalá,3647
1142,Hualfín,3647
1145,Huillapima,3647
1149,Icaño,3647
1197,La Puerta de San José,3647
1239,Londres,3647
1243,Los Altos,3647
1256,Los Varela,3647
1294,Mutquín,3647
1340,Pomán,3647
1350,Puerta de Corral Quemado,3647
1378,Recreo,3647
1408,San Antonio,3647
1421,San Fernando del Valle de Catamarca,3647
1464,Santa María,3647
1505,Tinogasta,3647
677,Aviá Terai,3640
685,Barranqueras,3640
686,Basail,3640
719,Campo Largo,3640
730,Capitán Solari,3640
737,Castelli,3640
753,Charadai,3640
754,Charata,3640
765,Chorotis,3640
767,Ciervo Petiso,3640
776,Colonia Benítez,3640
778,Colonia Elisa,3640
782,Colonias Unidas,3640
791,Concepción del Bermejo,3640
799,Coronel Du Graty,3640
804,Corzuela,3640
807,Coté-Lai,3640
822,Departamento de Almirante Brown,3640
837,Departamento de Bermejo,3640
865,Departamento de Comandante Fernández,3640
875,Departamento de Doce de Octubre,3640
876,Departamento de Dos de Abril,3640
890,Departamento de General Donovan,3640
892,Departamento de General Güemes,3640
909,Departamento de Independencia,3640
928,Departamento de Libertad,3640
937,Departamento de Maipú,3640
950,Departamento de Nueve de Julio,3640
954,Departamento de O’Higgins,3640
960,Departamento de Presidencia de la Plaza,3640
962,Departamento de Quitilipi,3640
986,Departamento de San Fernando,3640
994,Departamento de San Lorenzo,3640
1010,Departamento de Sargento Cabral,3640
1017,Departamento de Tapenagá,3640
1081,Fontana,3640
1088,Gancedo,3640
1105,General José de San Martín,3640
1109,General Pinedo,3640
1114,General Vedia,3640
1135,Hermoso Campo,3640
1181,La Clotilde,3640
1186,La Eduvigis,3640
1187,La Escondida,3640
1191,La Leonesa,3640
1201,La Tigra,3640
1203,La Verde,3640
1208,Laguna Limpia,3640
1213,Lapachito,3640
1216,Las Breñas,3640
1218,Las Garcitas,3640
1249,Los Frentones,3640
1260,Machagai,3640
1264,Makallé,3640
1270,Margarita Belén,3640
1296,Napenay,3640
1314,Pampa Almirón,3640
1316,Pampa del Indio,3640
1317,Pampa del Infierno,3640
1347,Presidencia de la Plaza,3640
1345,Presidencia Roca,3640
1346,Presidencia Roque Sáenz Peña,3640
1351,Puerto Bermejo,3640
1363,Puerto Tirol,3640
1364,Puerto Vilelas,3640
1370,Quitilipi,3640
1379,Resistencia,3640
1405,Samuhú,3640
1414,San Bernardo,3640
1471,Santa Sylvina,3640
1493,Taco Pozo,3640
1515,Tres Isletas,3640
1586,Villa Ángela,3640
1542,Villa Berthet,3640
655,Alto Río Senguer,3651
715,Camarones,3651
787,Comodoro Rivadavia,3651
839,Departamento de Biedma,3651
873,Departamento de Cushamen,3651
880,Departamento de Escalante,3651
883,Departamento de Florentino Ameghino,3651
885,Departamento de Futaleufú,3651
886,Departamento de Gaimán,3651
887,Departamento de Gastre,3651
923,Departamento de Languiñeo,3651
949,Departamento de Mártires,3651
956,Departamento de Paso de Indios,3651
963,Departamento de Rawson,3651
979,Departamento de Río Senguerr,3651
1012,Departamento de Sarmiento,3651
1018,Departamento de Tehuelches,3651
1019,Departamento de Telsen,3651
1042,Dolavón,3651
1058,El Maitén,3651
1070,Esquel,3651
1087,Gaimán,3651
1092,Gastre,3651
1115,Gobernador Costa,3651
1141,Hoyo de Epuyén,3651
1169,José de San Martín,3651
1206,Lago Puelo,3651
1229,Las Plumas,3651
1359,Puerto Madryn,3651
1371,Rada Tilly,3651
1374,Rawson,3651
1393,Río Mayo,3651
1394,Río Pico,3651
1477,Sarmiento,3651
1499,Tecka,3651
1512,Trelew,3651
1516,Trevelin,3651
154263,Agronomía,4880
154264,Almagro,4880
154265,Balvanera,4880
154266,Barracas,4880
154267,Belgrano,4880
154268,Boedo,4880
154269,Caballito,4880
154270,Chacarita,4880
154271,Coghlan,4880
154272,Colegiales,4880
154273,Constitución,4880
154274,Flores,4880
154275,Floresta,4880
154276,La Boca,4880
154277,La Paternal,4880
154278,Liniers,4880
154279,Mataderos,4880
154280,Monserrat,4880
154281,Monte Castro,4880
154282,Nueva Pompeya,4880
154283,Núñez,4880
154284,Palermo,4880
154285,Parque Avellaneda,4880
154286,Parque Chacabuco,4880
154287,Parque Chas,4880
154288,Parque Patricios,4880
154289,Puerto Madero,4880
154290,Recoleta,4880
154291,Retiro,4880
154292,Saavedra,4880
154293,San Cristóbal,4880
154294,San Nicolás,4880
154295,San Telmo,4880
154296,Vélez Sársfield,4880
154297,Versalles,4880
154298,Villa Crespo,4880
154299,Villa del Parque,4880
154300,Villa Devoto,4880
154301,Villa General Mitre,4880
154302,Villa Lugano,4880
154303,Villa Luro,4880
154304,Villa Ortúzar,4880
154305,Villa Pueyrredón,4880
154306,Villa Real,4880
154307,Villa Riachuelo,4880
154308,Villa Santa Rita,4880
154309,Villa Soldati,4880
154310,Villa Urquiza,4880
639,Achiras,3642
640,Adelia María,3642
641,Agua de Oro,3642
647,Alejandro Roca,3642
648,Alejo Ledesma,3642
651,Almafuerte,3642
653,Alta Gracia,3642
656,Altos de Chipión,3642
668,Arias,3642
671,Arroyito,3642
672,Arroyo Cabral,3642
681,Balnearia,3642
688,Bell Ville,3642
695,Berrotarán,3642
701,Brinkmann,3642
702,Buchardo,3642
716,Camilo Aldao,3642
744,Cañada de Luque,3642
723,Canals,3642
727,Capilla del Monte,3642
733,Carnerillo,3642
734,Carrilobo,3642
742,Cavanagh,3642
755,Charras,3642
757,Chazón,3642
769,Cintra,3642
780,Colonia La Tordilla,3642
781,Colonia San Bartolomé,3642
815,Córdoba,3642
797,Coronel Baigorria,3642
800,Coronel Moldes,3642
801,Corral de Bustos,3642
802,Corralito,3642
805,Cosquín,3642
806,Costa Sacate,3642
809,Cruz Alta,3642
811,Cruz del Eje,3642
812,Cuesta Blanca,3642
816,Dalmacio Vélez Sársfield,3642
1039,Deán Funes,3642
818,Del Campillo,3642
842,Departamento de Calamuchita,3642
864,Departamento de Colón,3642
871,Departamento de Cruz del Eje,3642
896,Departamento de General Roca,3642
897,Departamento de General San Martín,3642
914,Departamento de Juárez Celman,3642
939,Departamento de Marcos Juárez,3642
943,Departamento de Minas,3642
961,Departamento de Presidente Roque Sáenz Peña,3642
974,Departamento de Río Cuarto,3642
976,Departamento de Río Primero,3642
977,Departamento de Río Seco,3642
978,Departamento de Río Segundo,3642
981,Departamento de San Alberto,3642
990,Departamento de San Javier,3642
991,Departamento de San Justo,3642
1016,Departamento de Sobremonte,3642
1022,Departamento de Totoral,3642
1024,Departamento de Tulumba,3642
1029,Departamento de Unión,3642
1037,Despeñaderos,3642
1038,Devoto,3642
1049,El Arañado,3642
1063,El Tío,3642
1064,Elena,3642
1066,Embalse,3642
1073,Etruria,3642
1096,General Baldissera,3642
1097,General Cabrera,3642
1106,General Levalle,3642
1111,General Roca,3642
1129,Guatimozín,3642
1136,Hernando,3642
1143,Huanchillas,3642
1144,Huerta Grande,3642
1146,Huinca Renancó,3642
1150,Idiazábal,3642
1156,Inriville,3642
1159,Isla Verde,3642
1160,Italó,3642
1165,James Craik,3642
1167,Jesús María,3642
1173,Justiniano Posse,3642
1178,La Calera,3642
1179,La Carlota,3642
1180,La Cesira,3642
1185,La Cumbre,3642
1188,La Falda,3642
1189,La Francia,3642
1190,La Granja,3642
1194,La Para,3642
1196,La Playosa,3642
1204,Laborde,3642
1205,Laboulaye,3642
1207,Laguna Larga,3642
1215,Las Acequias,3642
1221,Las Higueras,3642
1222,Las Junturas,3642
1228,Las Perdices,3642
1232,Las Varas,3642
1233,Las Varillas,3642
1234,Leones,3642
1246,Los Cocos,3642
1248,Los Cóndores,3642
1254,Los Surgentes,3642
1266,Malagueño,3642
1267,Malvinas Argentinas,3642
1269,Marcos Juárez,3642
1273,Marull,3642
1274,Mattaldi,3642
1277,Mendiolaza,3642
1282,Mina Clavero,3642
1283,Miramar,3642
1286,Monte Buey,3642
1288,Monte Cristo,3642
1289,Monte Maíz,3642
1292,Morrison,3642
1293,Morteros,3642
1299,Noetinger,3642
1305,Obispo Trejo,3642
1306,Oliva,3642
1307,Oncativo,3642
1308,Ordóñez,3642
1321,Pascanas,3642
1322,Pasco,3642
1333,Pilar,3642
1335,Piquillín,3642
1341,Porteña,3642
1343,Pozo del Molle,3642
1368,Quilino,3642
1388,Río Ceballos,3642
1390,Río Cuarto,3642
1395,Río Segundo,3642
1396,Río Tercero,3642
1398,Sacanta,3642
1400,Saldán,3642
1401,Salsacate,3642
1402,Salsipuedes,3642
1404,Sampacho,3642
